tconst,titleType,title,year,runtimeMinutes,genres,averageRating,actors,directors,combined_features
tt6023560,movie,"To Joey, with Love",2016,90.0,['Documentary'],8.3,[],['Rory Feek'],"To Joey, with Love Documentary Rory Feek "
tt0153218,movie,Tourist Trap,1984,60.0,"['Action', 'Adult']",8.3,"['Ted Adler', 'Geoffrey Merrick', 'Jason Whitman']",['Jason Whitman'],Tourist Trap Action Adult Jason Whitman Ted Adler Geoffrey Merrick Jason Whitman
tt0454930,movie,Repetition,2005,87.0,['Drama'],8.3,"['Ansa Akyea', 'Brad Armacost', 'Lance Baker', 'Doug McDade', 'Mark Montgomery']",['Zachary Zises'],Repetition Drama Zachary Zises Ansa Akyea Brad Armacost Lance Baker Doug McDade Mark Montgomery
tt2933338,movie,Last Woman Standing,2013,88.0,"['Documentary', 'Sport']",8.3,[],"['Juliet Lammers', 'Lorraine Price']",Last Woman Standing Documentary Sport Juliet Lammers Lorraine Price 
tt4171252,movie,Apple Pie: Yummy Adventures in Hi-8,2011,62.0,"['Biography', 'Documentary', 'Music']",8.3,[],['Alex Lotz'],Apple Pie: Yummy Adventures in Hi-8 Biography Documentary Music Alex Lotz 
tt4197582,movie,Remedios Varo: Mystery and Revelation,2013,67.0,['Documentary'],8.3,[],['Tufic Makhlouf'],Remedios Varo: Mystery and Revelation Documentary Tufic Makhlouf 
tt0153369,movie,Two Handfuls,1986,87.0,['Adult'],8.3,"['Brian Maxon', 'Brian Maxon', 'Mike Henson', 'Mike Henson', 'Peter North', 'Doug Jensen', 'Matthew Marks', 'Chris Reed', 'Kevin Wiles', 'Steve Wright', 'Jerry Dunne', 'David Edwards']",['John Travis'],Two Handfuls Adult John Travis Brian Maxon Brian Maxon Mike Henson Mike Henson Peter North Doug Jensen Matthew Marks Chris Reed Kevin Wiles Steve Wright Jerry Dunne David Edwards
tt2342249,movie,Paskutiniai Bremeno muzikantai,2005,90.0,['Musical'],8.3,"['Darius Auzelis', 'Aurimas Meliesius', 'Dalius Skamarakas']",['Vaidas Lekavicius'],Paskutiniai Bremeno muzikantai Musical Vaidas Lekavicius Darius Auzelis Aurimas Meliesius Dalius Skamarakas
tt0153509,movie,Devil's Bride,1974,78.0,"['Music', 'Musical']",8.3,"['Gediminas Girdvainis', 'Regimantas Adomaitis', 'Vasyl Symchych', 'Bronius Babkauskas', 'Juozas Meskauskas', 'Z. Banevicius', 'Feliksas Einas']",['Arunas Zebriunas'],Devil's Bride Music Musical Arunas Zebriunas Gediminas Girdvainis Regimantas Adomaitis Vasyl Symchych Bronius Babkauskas Juozas Meskauskas Z. Banevicius Feliksas Einas
tt0144563,movie,Racquel Untamed,1990,74.0,['Adult'],8.3,"['Derrick Lane', 'Jerry Butler', 'Rick Savage', 'Joel Lawrence', 'Henri Pachard']",['Henri Pachard'],Racquel Untamed Adult Henri Pachard Derrick Lane Jerry Butler Rick Savage Joel Lawrence Henri Pachard
tt7274622,movie,Bergmandlc,2016,57.0,"['Drama', 'Fantasy', 'Mystery']",8.3,"['Ahmet Begic', 'Thomas Bretis', 'Zdravko Cas', 'Pasa Dzambic', 'Andrej Erjavec', 'Aleksander Gruber', 'Günther Kazianka', 'Walter Kert']","['Tilen Banko', 'Uros Zavodnik']",Bergmandlc Drama Fantasy Mystery Tilen Banko Uros Zavodnik Ahmet Begic Thomas Bretis Zdravko Cas Pasa Dzambic Andrej Erjavec Aleksander Gruber Günther Kazianka Walter Kert
tt0338013,movie,Eternal Sunshine of the Spotless Mind,2004,108.0,"['Drama', 'Romance', 'Sci-Fi']",8.3,"['Jim Carrey', 'Tom Wilkinson', 'Gerry Robert Byrne', 'Elijah Wood', 'Thomas Jay Ryan', 'Mark Ruffalo', 'David Cross']",['Michel Gondry'],Eternal Sunshine of the Spotless Mind Drama Romance Sci-Fi Michel Gondry Jim Carrey Tom Wilkinson Gerry Robert Byrne Elijah Wood Thomas Jay Ryan Mark Ruffalo David Cross
tt5973566,movie,Kraftur: The Last Ride,2009,46.0,['Documentary'],8.3,[],"['Þorvarður Björgúlfsson', 'Árni Gunnarsson', 'Steingrímur Karlsson']",Kraftur: The Last Ride Documentary Þorvarður Björgúlfsson Árni Gunnarsson Steingrímur Karlsson 
tt2346094,movie,Girls on a Boat,2012,60.0,['Horror'],8.3,"['Theo Crisell', 'Ryan Harrington', 'Charlie Pecoraro', 'Jay Alexander', 'Andrew Scully', 'Robert Waldman']",['Vio Rafael'],Girls on a Boat Horror Vio Rafael Theo Crisell Ryan Harrington Charlie Pecoraro Jay Alexander Andrew Scully Robert Waldman
tt2912968,movie,Parshuram,2012,,['Action'],8.3,"['Ajit Das', 'Saroj Das', 'Pradyumna Lenka', 'Harihara Mahapatra', 'Siddhanta Mahapatra', 'Manas Mishra', 'Satyaki Misra', 'Bijay Mohanty', 'Pintu Nanda']",['Sudhanshu Sahu'],Parshuram Action Sudhanshu Sahu Ajit Das Saroj Das Pradyumna Lenka Harihara Mahapatra Siddhanta Mahapatra Manas Mishra Satyaki Misra Bijay Mohanty Pintu Nanda
tt4200558,movie,Life at Grandpa's,2009,110.0,['Romance'],8.3,"['Matt Dillon', 'Timothy Duggan', 'Richard Berea', 'Dale Clymens', 'Michael Comstock']",['Joe Harris'],Life at Grandpa's Romance Joe Harris Matt Dillon Timothy Duggan Richard Berea Dale Clymens Michael Comstock
tt4171200,movie,Far Beyond the Sun,2015,76.0,"['Documentary', 'Drama']",8.3,[],['Olga Spátová'],Far Beyond the Sun Documentary Drama Olga Spátová 
tt5970756,movie,Dopesick: Fentanyl's Deadly Grip,2016,,['Documentary'],8.3,[],['Shawney Cohen'],Dopesick: Fentanyl's Deadly Grip Documentary Shawney Cohen 
tt5969582,movie,Outcasts,2016,65.0,['Documentary'],8.3,[],['Clifford Azize'],Outcasts Documentary Clifford Azize 
tt5959460,movie,Jola,2016,84.0,['Drama'],8.3,"['Torben Sachert', 'Felix Zimmer', 'Moritz A. Wandl', 'Christopher Kalis', 'Hannes Maaß', 'Andi Pooch', 'Thies John']",['Johann Schultz'],Jola Drama Johann Schultz Torben Sachert Felix Zimmer Moritz A. Wandl Christopher Kalis Hannes Maaß Andi Pooch Thies John
tt4202824,movie,The Love Part of This,2013,82.0,['Documentary'],8.3,[],['Lya Guerra'],The Love Part of This Documentary Lya Guerra 
tt6111914,movie,The Giant's Dream: The Making of the Iron Giant,2016,56.0,['Documentary'],8.3,[],['Anthony Giacchino'],The Giant's Dream: The Making of the Iron Giant Documentary Anthony Giacchino 
tt3364788,movie,88,2014,57.0,['Documentary'],8.3,[],['Adrian Russell Wills'],88 Documentary Adrian Russell Wills 
tt0266809,movie,Nuclear Dynamite,2000,72.0,['Documentary'],8.3,['Elijah Attungana'],['Gary Marcuse'],Nuclear Dynamite Documentary Gary Marcuse Elijah Attungana
tt3350452,movie,Sigo siendo,2013,120.0,"['Documentary', 'Musical']",8.3,['Billie Cartier'],['Javier Corcuera'],Sigo siendo Documentary Musical Javier Corcuera Billie Cartier
tt6099502,movie,Palmeiras: O Campeão do Século,2016,100.0,"['Documentary', 'Sport']",8.3,[],"['Mauro Betting', 'Kim Teixeira']",Palmeiras: O Campeão do Século Documentary Sport Mauro Betting Kim Teixeira 
tt3347192,movie,CreepyVille,2010,,['Horror'],8.3,"['Neil Procter', 'Andrew M. Greenwood']","['Mj Dixon', 'David Kassman', 'Guy Sheetrit']",CreepyVille Horror Mj Dixon David Kassman Guy Sheetrit Neil Procter Andrew M. Greenwood
tt2329454,movie,Bêrîtan,2006,162.0,"['Drama', 'War']",8.3,['Ömer Harran'],"['Jinda Baran', 'Halil Uysal', 'Dersim Zeravanr']",Bêrîtan Drama War Jinda Baran Halil Uysal Dersim Zeravanr Ömer Harran
tt0145456,movie,The Schedule,1997,104.0,['Fantasy'],8.3,"['Joel Heyman', 'Seán Duggan', 'Miles Hadad', 'David Blackwell', 'Kregg A. Foote', 'J. Knox Griffin']","['Burnie Burns', 'Matt Hullum']",The Schedule Fantasy Burnie Burns Matt Hullum Joel Heyman Seán Duggan Miles Hadad David Blackwell Kregg A. Foote J. Knox Griffin
tt2330691,movie,2012: The Beginning,2012,52.0,"['Documentary', 'History']",8.3,[],['Shannon Kring'],2012: The Beginning Documentary History Shannon Kring 
tt2932828,movie,Awesome Movie,2013,97.0,"['Adventure', 'Comedy', 'Romance']",8.3,"['Zach Steffey', 'Gerald Yelverton', 'Jay Milnamow', 'Thomas Beheler', 'Andrew Shott']",['Olga Nechaeva'],Awesome Movie Adventure Comedy Romance Olga Nechaeva Zach Steffey Gerald Yelverton Jay Milnamow Thomas Beheler Andrew Shott
tt0382693,movie,Festive Land: Carnaval in Bahia,2001,47.0,['Documentary'],8.3,['Gilberto Gil'],['Carolina Moraes-Liu'],Festive Land: Carnaval in Bahia Documentary Carolina Moraes-Liu Gilberto Gil
tt0456708,movie,Uma X Flamengo,1980,87.0,['Documentary'],8.3,[],['Ricardo Sollberg'],Uma X Flamengo Documentary Ricardo Sollberg 
tt6102966,movie,UFE (Unfilmévénement),2016,153.0,[],8.3,"['Antoine Allory', 'Simon Guélat', 'Gaël Sall', ""Charles d'Oiron"", 'Cyril Brossard', 'Rodolphe Aute']",['César Vayssié'],UFE (Unfilmévénement)  César Vayssié Antoine Allory Simon Guélat Gaël Sall Charles d'Oiron Cyril Brossard Rodolphe Aute
tt6074704,movie,Sah Al-Nawm,1975,103.0,['Comedy'],8.3,"['Yassin Bakoush', 'Naji Jabr', 'Nihat Kalai', 'Duraid Lahham']",['Khaldun Al-Maleh'],Sah Al-Nawm Comedy Khaldun Al-Maleh Yassin Bakoush Naji Jabr Nihat Kalai Duraid Lahham
tt0456188,movie,Camille des Lilas et les voleurs d'enfants,2005,,['Comedy'],8.3,"['Georges Corraface', 'Jean-Jérôme Esposito', 'Hugo Milesi', 'Mattéo Milesi', 'Marc Perrone', 'François Raison']",['Jean-Louis Milesi'],Camille des Lilas et les voleurs d'enfants Comedy Jean-Louis Milesi Georges Corraface Jean-Jérôme Esposito Hugo Milesi Mattéo Milesi Marc Perrone François Raison
tt3338516,movie,Musica Maestros,2014,73.0,"['Documentary', 'Family', 'Music']",8.3,[],['Pedro Peira'],Musica Maestros Documentary Family Music Pedro Peira 
tt0382878,movie,Between Land and Sky,2003,90.0,['Drama'],8.3,"['Fabio Fulco', 'Davide Gemmani', 'Carlo Monni']",['Giuseppe Ferlito'],Between Land and Sky Drama Giuseppe Ferlito Fabio Fulco Davide Gemmani Carlo Monni
tt0149934,movie,Atmaja,1990,,['Drama'],8.3,"['Arjun Chakraborty', 'Niranjan Ray', 'Gouri Ghosh', 'Meghnad Bhattacharya', 'Parthasarathi Deb']",['Nabyendu Chatterjee'],Atmaja Drama Nabyendu Chatterjee Arjun Chakraborty Niranjan Ray Gouri Ghosh Meghnad Bhattacharya Parthasarathi Deb
tt0265645,movie,Rhythm 'n' Bayous: A Road Map to Louisiana Music,2000,107.0,"['Documentary', 'Music']",8.3,[],['Robert Mugge'],Rhythm 'n' Bayous: A Road Map to Louisiana Music Documentary Music Robert Mugge 
tt0342804,movie,My Flesh and Blood,2003,83.0,['Documentary'],8.3,[],['Jonathan Karsh'],My Flesh and Blood Documentary Jonathan Karsh 
tt2924630,movie,A vitorlázó,2013,55.0,['Documentary'],8.3,['Farkas Litkey'],['András Kollmann'],A vitorlázó Documentary András Kollmann Farkas Litkey
tt2334964,movie,Valter,2012,75.0,['Documentary'],8.3,[],['Andrej Acin'],Valter Documentary Andrej Acin 
tt0382967,movie,The Self-Destruction of Gia,2003,80.0,['Documentary'],8.3,[],['J.J. Martin'],The Self-Destruction of Gia Documentary J.J. Martin 
tt4194094,movie,Two Hats,2012,87.0,['Documentary'],8.3,[],['Drew Garcia'],Two Hats Documentary Drew Garcia 
tt0383457,movie,Legacy,2004,,['Drama'],8.3,"['Dennis Hopper', 'Thomas Kearney', 'Donald J. Marino', 'Bo Svenson', 'Tom Kearney']",['Bo Svenson'],Legacy Drama Bo Svenson Dennis Hopper Thomas Kearney Donald J. Marino Bo Svenson Tom Kearney
tt2915852,movie,Larong bata,2012,,['Drama'],8.3,"['Jason Francisco', 'Arvic Tan', 'Makisig Morales', 'Nash Aguas', 'Basty Alcances', 'Quintin Alianza', 'John Marc Tajanlangit']","[""Neal 'Buboy' Tan""]",Larong bata Drama Neal 'Buboy' Tan Jason Francisco Arvic Tan Makisig Morales Nash Aguas Basty Alcances Quintin Alianza John Marc Tajanlangit
tt0123189,movie,Neptune's Rocking Horse,1997,104.0,[],8.3,"['David Beach', 'Eddie Brill', 'Joe Capozzi', 'Tony Fair']","['Robert Roznowski', 'Robert Tate']",Neptune's Rocking Horse  Robert Roznowski Robert Tate David Beach Eddie Brill Joe Capozzi Tony Fair
tt5951250,movie,Hamlin,2016,103.0,['Horror'],8.3,"['Billy Gunnion', 'Peter Rylands', 'Tom Wilmot-Josife', 'Drew Cain', 'Harry Dyer', 'Lawrence K. Bolton', 'Hugo Alyn Stephens']",['Rachel Brogan'],Hamlin Horror Rachel Brogan Billy Gunnion Peter Rylands Tom Wilmot-Josife Drew Cain Harry Dyer Lawrence K. Bolton Hugo Alyn Stephens
tt0384620,movie,Trio for One,2003,57.0,['Documentary'],8.3,[],['Shay J. Katz'],Trio for One Documentary Shay J. Katz 
tt4229308,movie,Pára-me de repente o pensamento,2014,101.0,"['Documentary', 'Drama']",8.3,['Miguel Borges'],['Jorge Pelicano'],Pára-me de repente o pensamento Documentary Drama Jorge Pelicano Miguel Borges
tt0333388,movie,Edifício Master,2002,110.0,['Documentary'],8.3,[],['Eduardo Coutinho'],Edifício Master Documentary Eduardo Coutinho 
tt5914878,movie,Pauwi na,2016,122.0,['Drama'],8.3,"['Bembol Roco', 'Jerald Napoles', 'Jess Mendoza']",['Paolo Villaluna'],Pauwi na Drama Paolo Villaluna Bembol Roco Jerald Napoles Jess Mendoza
tt5914774,movie,Pitong kabang palay,2016,103.0,"['Drama', 'Family']",8.3,"['Arnold Reyes', 'Micko Laurente', 'Yñigo Delen']",['Maricel Cariaga'],Pitong kabang palay Drama Family Maricel Cariaga Arnold Reyes Micko Laurente Yñigo Delen
tt4227196,movie,When the Boys Walk In,2014,49.0,['Drama'],8.3,"['Galen Molk', 'Taylor Hood', 'Reece Bredl', 'Greyson Back', 'Angelica Polkowitz']",['Daniel Rester'],When the Boys Walk In Drama Daniel Rester Galen Molk Taylor Hood Reece Bredl Greyson Back Angelica Polkowitz
tt0262810,movie,Tata Manavadu,1972,177.0,['Drama'],8.3,"['S.V. Ranga Rao', 'Rajababu', 'Kaikala Satyanarayana', 'Allu Ramalingaiah', 'Gummadi']",['Dasari Narayana Rao'],Tata Manavadu Drama Dasari Narayana Rao S.V. Ranga Rao Rajababu Kaikala Satyanarayana Allu Ramalingaiah Gummadi
tt0345916,movie,Setetes Noda Manis,1994,,['Drama'],8.3,"['Reynaldi', 'Zainal Abidin', 'Sabar P. Sharif', 'Hendro Tangkilisan']",['Maman Firmansyah'],Setetes Noda Manis Drama Maman Firmansyah Reynaldi Zainal Abidin Sabar P. Sharif Hendro Tangkilisan
tt2360818,movie,"Suds County, USA",2012,115.0,['Documentary'],8.3,['Kevin Murphy'],['Sheldon M. Kaplan'],"Suds County, USA Documentary Sheldon M. Kaplan Kevin Murphy"
tt3423700,movie,What Happens Next? The Dan Mangan Documentary,2012,60.0,['Documentary'],8.3,"['Dan Mangan', 'Kisten Slenning']",['Brent Hodge'],What Happens Next? The Dan Mangan Documentary Documentary Brent Hodge Dan Mangan Kisten Slenning
tt0332535,movie,Züri West - Am Blues vorus,2002,92.0,['Documentary'],8.3,[],"['Regula Begert', 'Annina Furrer']",Züri West - Am Blues vorus Documentary Regula Begert Annina Furrer 
tt0262726,movie,Ramude Ravanudaithe,1979,,"['Action', 'Drama']",8.3,"['Akkineni Nageswara Rao', 'Mohan Babu', 'Murali Mohan']",['Dasari Narayana Rao'],Ramude Ravanudaithe Action Drama Dasari Narayana Rao Akkineni Nageswara Rao Mohan Babu Murali Mohan
tt0331232,movie,Dhyasparva,2001,135.0,"['Biography', 'Drama', 'History']",8.3,"['Nishith Dadhich', 'Mohan Gokhale', 'Kishore Kadam', 'Sachin Khedekar', 'Atul Kulkarni', 'Shreeram Lagoo', 'Samdeep Mehta', 'Sanjay Mone', 'Minal Paranjape']",['Amol Palekar'],Dhyasparva Biography Drama History Amol Palekar Nishith Dadhich Mohan Gokhale Kishore Kadam Sachin Khedekar Atul Kulkarni Shreeram Lagoo Samdeep Mehta Sanjay Mone Minal Paranjape
tt3322682,movie,Navagraha Nayagi,1985,,['Family'],8.3,"['Delhi Ganesh', 'Venniradai Moorthy', 'V.S. Raghavan', 'Cho Ramaswamy', 'Major Sundarrajan', 'Vijayakanth']",['K. Shankar'],Navagraha Nayagi Family K. Shankar Delhi Ganesh Venniradai Moorthy V.S. Raghavan Cho Ramaswamy Major Sundarrajan Vijayakanth
tt4230354,movie,Babadimri Liza dhe Tina,2007,,['Drama'],8.3,"['Xhelal Haliti', 'Jashar Shahiqi']",['Burim Haliti'],Babadimri Liza dhe Tina Drama Burim Haliti Xhelal Haliti Jashar Shahiqi
tt3431580,movie,Isac Elliot Dream Big: The Movie,2014,77.0,"['Biography', 'Documentary', 'Music']",8.3,[],['Sami Joensuu'],Isac Elliot Dream Big: The Movie Biography Documentary Music Sami Joensuu 
tt2363533,movie,Interior/Exterior,2011,96.0,['Documentary'],8.3,"['Tadao Andô', 'Naoya Hatakeyama', 'Makoto Aida', 'Kenji Yanobe', 'Katsushige Nakahashi', 'Shinji Ohmaki', 'Azuka Cho', 'Tomoko Inagaki']",['Mauricio Novelo'],Interior/Exterior Documentary Mauricio Novelo Tadao Andô Naoya Hatakeyama Makoto Aida Kenji Yanobe Katsushige Nakahashi Shinji Ohmaki Azuka Cho Tomoko Inagaki
tt0346926,movie,Edhe kështu edhe ashtu,1989,74.0,"['Comedy', 'Drama']",8.3,"['Agim Bajko', 'Met Bega', 'Vilson Gjoça', 'Mirush Kabashi', 'Frederik Ndoci', 'Robert Ndrenika']",['Bujar Kapexhiu'],Edhe kështu edhe ashtu Comedy Drama Bujar Kapexhiu Agim Bajko Met Bega Vilson Gjoça Mirush Kabashi Frederik Ndoci Robert Ndrenika
tt0330753,movie,Paru-parong ligaw,2001,100.0,['Drama'],8.3,"['Jeffrey Gonzales', 'Fernando Montenegro', 'Shanghai']",['Cesar S.B. Abella'],Paru-parong ligaw Drama Cesar S.B. Abella Jeffrey Gonzales Fernando Montenegro Shanghai
tt5897948,movie,Women of 1915,2016,94.0,['Documentary'],8.3,[],['Bared Maronian'],Women of 1915 Documentary Bared Maronian 
tt3315642,movie,BadPuss: A Popumentary,2014,65.0,"['Comedy', 'Drama', 'Music']",8.3,"['Benjamin Russell', 'Jon Gutwillig', 'Grant Harrison', 'Evan Hyde']",['Emily Wiest'],BadPuss: A Popumentary Comedy Drama Music Emily Wiest Benjamin Russell Jon Gutwillig Grant Harrison Evan Hyde
tt0262646,movie,Nene Raju Nene Manthri,1987,,[],8.3,['Mohan Babu'],['Dasari Narayana Rao'],Nene Raju Nene Manthri  Dasari Narayana Rao Mohan Babu
tt0157385,movie,Bhagat Dhanna Jatt,1974,136.0,"['Action', 'Comedy', 'Drama']",8.3,"['Dara Singh Randhawa', 'Feroz Khan', 'V. Gopal', 'Jankidas', 'Abhi Bhattacharya', 'Abhi Bhattacharya', 'Abhi Bhattacharya', 'Sahni Malik']",['Chandrakant'],Bhagat Dhanna Jatt Action Comedy Drama Chandrakant Dara Singh Randhawa Feroz Khan V. Gopal Jankidas Abhi Bhattacharya Abhi Bhattacharya Abhi Bhattacharya Sahni Malik
tt0451005,movie,Bully: An Adventure with Teddy Roosevelt,1978,120.0,"['Biography', 'Comedy', 'Drama']",8.3,['James Whitmore'],['Peter H. Hunt'],Bully: An Adventure with Teddy Roosevelt Biography Comedy Drama Peter H. Hunt James Whitmore
tt5915078,movie,It's Getting Dark,2016,48.0,['Documentary'],8.3,[],['Olga Kravets'],It's Getting Dark Documentary Olga Kravets 
tt3416492,movie,Purpose,2015,75.0,"['Action', 'Fantasy', 'Thriller']",8.3,"['Randall Aldana', 'James Konczyk', 'Peter Pirro', 'Kunal Nischal', 'Eric Santamaria', 'Husen Kariemee', 'Camille Del Rosario', 'Akhmed Bek']",['Steve Avon'],Purpose Action Fantasy Thriller Steve Avon Randall Aldana James Konczyk Peter Pirro Kunal Nischal Eric Santamaria Husen Kariemee Camille Del Rosario Akhmed Bek
tt2910066,movie,El Boxeo,2013,110.0,"['Documentary', 'Sport']",8.3,[],['Alan Swyer'],El Boxeo Documentary Sport Alan Swyer 
tt2355666,movie,Unmade in China,2012,87.0,"['Comedy', 'Documentary']",8.3,[],"['Tanner King Barklow', 'Gil Kofman']",Unmade in China Comedy Documentary Tanner King Barklow Gil Kofman 
tt3331274,movie,"13, 195, 6 und 1",2013,87.0,['Drama'],8.3,"['Terry Rice', 'Doug Stanhope', 'Jess Sandidge', 'Larry Underwood', 'Tyra Cape']",['Terry Rice'],"13, 195, 6 und 1 Drama Terry Rice Terry Rice Doug Stanhope Jess Sandidge Larry Underwood Tyra Cape"
tt0076439,movie,Nanook Taxi,1977,90.0,"['Comedy', 'Drama']",8.3,"['Joanasie Salamonie', 'Mickey Turqtuq', 'Kanayuk Salamonie', 'Hans Kok', 'Jean-Guy DeGrasse', 'John Newton']",['Edward Folger'],Nanook Taxi Comedy Drama Edward Folger Joanasie Salamonie Mickey Turqtuq Kanayuk Salamonie Hans Kok Jean-Guy DeGrasse John Newton
tt0098208,movie,The Road to Brown,1989,56.0,['Documentary'],8.3,[],"['William Elwood', 'Mykola Kulish']",The Road to Brown Documentary William Elwood Mykola Kulish 
tt0155487,movie,Amaram,1991,150.0,['Drama'],8.3,"['Mammootty', 'Murali', 'Ashokan', 'Kuthiravattam Pappu', 'Balan K. Nair', 'Sainuddin', 'Bharathan']",['Bharathan'],Amaram Drama Bharathan Mammootty Murali Ashokan Kuthiravattam Pappu Balan K. Nair Sainuddin Bharathan
tt0155492,movie,Andala Ramudu,1973,170.0,['Drama'],8.3,"['Akkineni Nageswara Rao', 'Nagabhushanam', 'Allu Ramalingaiah', 'Rajababu', 'Dhulipala', 'Raavi Kondala Rao', 'Nuthan Prasad']",['Bapu'],Andala Ramudu Drama Bapu Akkineni Nageswara Rao Nagabhushanam Allu Ramalingaiah Rajababu Dhulipala Raavi Kondala Rao Nuthan Prasad
tt4219168,movie,Tuff Luck,2015,97.0,"['Documentary', 'Music', 'News']",8.3,['Andrew Klein'],['Andrew Klein'],Tuff Luck Documentary Music News Andrew Klein Andrew Klein
tt0345021,movie,Get a Way,2002,88.0,['Drama'],8.3,"['Maxime Desmons', 'Julien Lambroschini', 'Alain Rimoux', 'Christian Sinniger']",['Noah Nuer'],Get a Way Drama Noah Nuer Maxime Desmons Julien Lambroschini Alain Rimoux Christian Sinniger
tt0155725,movie,Gorantha Deepam,1978,154.0,['Family'],8.3,"['Sridhar', 'Mohan Babu', 'Raogopalrao', 'Allu Ramalingaiah', 'Kanta Rao']",['Bapu'],Gorantha Deepam Family Bapu Sridhar Mohan Babu Raogopalrao Allu Ramalingaiah Kanta Rao
tt5929348,movie,Ryadom s nami,2016,85.0,"['Drama', 'Thriller']",8.3,"['Yury Belyayev', 'Denis Beresnev', 'Aleksandr Lepskiy', 'Ilya Lyubimov']",['Aleksandr Novopashin'],Ryadom s nami Drama Thriller Aleksandr Novopashin Yury Belyayev Denis Beresnev Aleksandr Lepskiy Ilya Lyubimov
tt0335971,movie,Bakit pa?,1999,,"['Comedy', 'Drama', 'Romance']",8.3,"['Diether Ocampo', 'Troy Montero', 'Manny Castañeda', 'Menggie Cobarrubias', 'Don Laurel', 'Rolando Inocencio']",['Jose Javier Reyes'],Bakit pa? Comedy Drama Romance Jose Javier Reyes Diether Ocampo Troy Montero Manny Castañeda Menggie Cobarrubias Don Laurel Rolando Inocencio
tt5924442,movie,Manowar: Live at Magic Circle Festival 2007,2015,86.0,['Music'],8.3,"['Eric Adams', 'Joey DeMaio', 'Karl Logan']",['Neil Johnson'],Manowar: Live at Magic Circle Festival 2007 Music Neil Johnson Eric Adams Joey DeMaio Karl Logan
tt0380757,movie,Tirad Pass: The Story of Gen. Gregorio del Pilar,1996,,"['Action', 'Biography', 'History']",8.3,"['Romnick Sarmenta', 'Joel Torre', 'Tommy Abuel', 'Julio Diaz', 'Roberto Pagdanganan', 'Robert Arevalo', 'Jude Estrada', 'Fredmoore de los Santos']",['Carlo J. Caparas'],Tirad Pass: The Story of Gen. Gregorio del Pilar Action Biography History Carlo J. Caparas Romnick Sarmenta Joel Torre Tommy Abuel Julio Diaz Roberto Pagdanganan Robert Arevalo Jude Estrada Fredmoore de los Santos
tt0335140,movie,Hangga't may hininga,1996,103.0,"['Action', 'Drama']",8.3,"['Phillip Salvador', 'Tirso Cruz III', 'Dennis Roldan', 'Paquito Diaz', 'Karl Angelo Legaspi', 'Dindo Arroyo', 'Alan Paule', 'Roy Alvarez']",['Toto Natividad'],Hangga't may hininga Action Drama Toto Natividad Phillip Salvador Tirso Cruz III Dennis Roldan Paquito Diaz Karl Angelo Legaspi Dindo Arroyo Alan Paule Roy Alvarez
tt0345132,movie,"Di na natuto (Sorry na, puede ba?)",1993,109.0,"['Action', 'Drama', 'Romance']",8.3,"['Robin Padilla', 'Edu Manzano', 'Niño Muhlach', 'Subas Herrero', 'Amado Cortez', 'Carlos Padilla Jr.', 'Atong Redillas']",['Eddie Rodriguez'],"Di na natuto (Sorry na, puede ba?) Action Drama Romance Eddie Rodriguez Robin Padilla Edu Manzano Niño Muhlach Subas Herrero Amado Cortez Carlos Padilla Jr. Atong Redillas"
tt0345177,movie,Ek Doctor Ki Maut,1990,122.0,"['Biography', 'Drama']",8.3,"['Pankaj Kapur', 'Irrfan Khan', 'Vijayendra Ghatge', 'Anil Chatterjee', 'Vasant Choudhury', 'Monir Azam', 'Samir Kumar Basu']",['Tapan Sinha'],Ek Doctor Ki Maut Biography Drama Tapan Sinha Pankaj Kapur Irrfan Khan Vijayendra Ghatge Anil Chatterjee Vasant Choudhury Monir Azam Samir Kumar Basu
tt0384092,movie,We Loved Each Other So Much,2003,80.0,['Documentary'],8.3,[],['Jack Janssen'],We Loved Each Other So Much Documentary Jack Janssen 
tt4221060,movie,Beneath the Helmet,2014,80.0,"['Action', 'Biography', 'Documentary']",8.3,[],['Wayne Kopping'],Beneath the Helmet Action Biography Documentary Wayne Kopping 
tt5920168,movie,Lando Buzzanca. Uno nessuno e centomila,2013,70.0,['Documentary'],8.3,"['Lando Buzzanca', 'Tatti Sanguineti', 'Roberto Faenza', 'Franco Montini', 'Luciano Odorisio']",['Claudio Bondì'],Lando Buzzanca. Uno nessuno e centomila Documentary Claudio Bondì Lando Buzzanca Tatti Sanguineti Roberto Faenza Franco Montini Luciano Odorisio
tt3408668,movie,The Silence of the Flies,2013,93.0,"['Documentary', 'Drama']",8.3,[],['Eliezer Arias'],The Silence of the Flies Documentary Drama Eliezer Arias 
tt4222240,movie,Keep Frozen,2016,68.0,['Documentary'],8.3,[],['Hulda Ros Gudnadottir'],Keep Frozen Documentary Hulda Ros Gudnadottir 
tt29009261,movie,Yilmaz Guney: Rebel with a Cause,2014,75.0,['Documentary'],8.3,['Diyar Taha'],['Karzan Kardozi'],Yilmaz Guney: Rebel with a Cause Documentary Karzan Kardozi Diyar Taha
